Dataset,Model,PacketLoss,Topology,Agents,Alpha,AttackType,Run,Accuracy,Precision,Recall,F1_score
UNSW,Logistic Regression,0.2,fully,5,1.0,Exploit,3,0.4197,0.3675,0.4312,0.3968
UNSW,Logistic Regression,0.2,fully,8,0.3,DoS,1,0.3973,0.409,0.3885,0.3985
UNSW,Logistic Regression,0.2,fully,8,0.3,DoS,2,0.4228,0.3759,0.4143,0.3942
UNSW,Logistic Regression,0.2,fully,8,0.3,DoS,3,0.4217,0.3828,0.4485,0.413
UNSW,Logistic Regression,0.2,fully,8,0.3,Recon,1,0.4116,0.4914,0.3203,0.3878
UNSW,Logistic Regression,0.2,fully,8,0.3,Recon,2,0.3513,0.4269,0.3494,0.3843
UNSW,Logistic Regression,0.2,fully,8,0.3,Recon,3,0.3961,0.4512,0.3456,0.3914
UNSW,Logistic Regression,0.2,fully,8,0.3,Exploit,1,0.3835,0.3421,0.3667,0.354
UNSW,Logistic Regression,0.2,fully,8,0.3,Exploit,2,0.3738,0.3605,0.4146,0.3856
UNSW,Logistic Regression,0.2,fully,8,0.3,Exploit,3,0.3987,0.3824,0.3614,0.3716
UNSW,Logistic Regression,0.2,fully,8,0.5,DoS,1,0.4146,0.4545,0.4279,0.4408
UNSW,Logistic Regression,0.2,fully,8,0.5,DoS,2,0.3788,0.4211,0.3903,0.4051
UNSW,Logistic Regression,0.2,fully,8,0.5,DoS,3,0.3991,0.4307,0.4129,0.4216
UNSW,Logistic Regression,0.2,fully,8,0.5,Recon,1,0.3997,0.3868,0.3925,0.3896
UNSW,Logistic Regression,0.2,fully,8,0.5,Recon,2,0.4231,0.4391,0.4042,0.4209
UNSW,Logistic Regression,0.2,fully,8,0.5,Recon,3,0.3867,0.3617,0.4322,0.3938
UNSW,Logistic Regression,0.2,fully,8,0.5,Exploit,1,0.3594,0.4112,0.3915,0.4011
UNSW,Logistic Regression,0.2,fully,8,0.5,Exploit,2,0.3877,0.4194,0.3528,0.3832
UNSW,Logistic Regression,0.2,fully,8,0.5,Exploit,3,0.3829,0.4444,0.3225,0.3737
UNSW,Logistic Regression,0.2,fully,8,1.0,DoS,1,0.4337,0.4528,0.4294,0.4408
UNSW,Logistic Regression,0.2,fully,8,1.0,DoS,2,0.4515,0.4877,0.3751,0.4241
UNSW,Logistic Regression,0.2,fully,8,1.0,DoS,3,0.4279,0.4646,0.4313,0.4473
UNSW,Logistic Regression,0.2,fully,8,1.0,Recon,1,0.4415,0.4089,0.4628,0.4342
UNSW,Logistic Regression,0.2,fully,8,1.0,Recon,2,0.4108,0.3292,0.4796,0.3904
UNSW,Logistic Regression,0.2,fully,8,1.0,Recon,3,0.4262,0.3432,0.4877,0.4029
UNSW,Logistic Regression,0.2,fully,8,1.0,Exploit,1,0.435,0.4785,0.4018,0.4368
UNSW,Logistic Regression,0.2,fully,8,1.0,Exploit,2,0.4291,0.4318,0.3816,0.4051
UNSW,Logistic Regression,0.2,fully,8,1.0,Exploit,3,0.4059,0.4009,0.3988,0.3998
UNSW,Logistic Regression,0.2,random,5,0.3,DoS,1,0.4009,0.3993,0.4074,0.4033
UNSW,Logistic Regression,0.2,random,5,0.3,DoS,2,0.4279,0.452,0.3848,0.4157
UNSW,Logistic Regression,0.2,random,5,0.3,DoS,3,0.4536,0.4092,0.4331,0.4208
UNSW,Logistic Regression,0.2,random,5,0.3,Recon,1,0.3759,0.4813,0.3182,0.3831
UNSW,Logistic Regression,0.2,random,5,0.3,Recon,2,0.373,0.3772,0.3529,0.3647
UNSW,Logistic Regression,0.2,random,5,0.3,Recon,3,0.4235,0.3842,0.4265,0.4043
UNSW,Logistic Regression,0.2,random,5,0.3,Exploit,1,0.3643,0.4036,0.3634,0.3824
UNSW,Logistic Regression,0.2,random,5,0.3,Exploit,2,0.4011,0.423,0.3552,0.3861
UNSW,Logistic Regression,0.2,random,5,0.3,Exploit,3,0.3666,0.3748,0.3615,0.3681
UNSW,Logistic Regression,0.2,random,5,0.5,DoS,1,0.4026,0.4205,0.4187,0.4196
UNSW,Logistic Regression,0.2,random,5,0.5,DoS,2,0.4002,0.3717,0.4197,0.3943
UNSW,Logistic Regression,0.2,random,5,0.5,DoS,3,0.4197,0.4161,0.4033,0.4096
UNSW,Logistic Regression,0.2,random,5,0.5,Recon,1,0.3794,0.4246,0.3449,0.3806
UNSW,Logistic Regression,0.2,random,5,0.5,Recon,2,0.3473,0.398,0.37,0.3835
UNSW,Logistic Regression,0.2,random,5,0.5,Recon,3,0.3454,0.4076,0.3527,0.3781
UNSW,Logistic Regression,0.2,random,5,0.5,Exploit,1,0.3936,0.4421,0.3599,0.3968
UNSW,Logistic Regression,0.2,random,5,0.5,Exploit,2,0.3775,0.4179,0.3558,0.3844
UNSW,Logistic Regression,0.2,random,5,0.5,Exploit,3,0.3846,0.3729,0.4154,0.393
UNSW,Logistic Regression,0.2,random,5,1.0,DoS,1,0.4314,0.4183,0.3982,0.408
UNSW,Logistic Regression,0.2,random,5,1.0,DoS,2,0.3998,0.3791,0.4639,0.4172
UNSW,Logistic Regression,0.2,random,5,1.0,DoS,3,0.4395,0.4812,0.382,0.4259
UNSW,Logistic Regression,0.2,random,5,1.0,Recon,1,0.3906,0.4172,0.3736,0.3942
UNSW,Logistic Regression,0.2,random,5,1.0,Recon,2,0.4249,0.3656,0.428,0.3943
UNSW,Logistic Regression,0.2,random,5,1.0,Recon,3,0.354,0.3858,0.3408,0.3619
UNSW,Logistic Regression,0.2,random,5,1.0,Exploit,1,0.3749,0.4346,0.3437,0.3838
UNSW,Logistic Regression,0.2,random,5,1.0,Exploit,2,0.3881,0.3759,0.3838,0.3798
UNSW,Logistic Regression,0.2,random,5,1.0,Exploit,3,0.3738,0.3362,0.446,0.3834
UNSW,Logistic Regression,0.2,random,8,0.3,DoS,1,0.4283,0.4215,0.417,0.4192
UNSW,Logistic Regression,0.2,random,8,0.3,DoS,2,0.4307,0.3763,0.4181,0.3961
UNSW,Logistic Regression,0.2,random,8,0.3,DoS,3,0.4196,0.3839,0.4114,0.3972
UNSW,Logistic Regression,0.2,random,8,0.3,Recon,1,0.3703,0.3513,0.3889,0.3692
UNSW,Logistic Regression,0.2,random,8,0.3,Recon,2,0.422,0.3878,0.3725,0.38
UNSW,Logistic Regression,0.2,random,8,0.3,Recon,3,0.4126,0.3137,0.4984,0.385
UNSW,Logistic Regression,0.2,random,8,0.3,Exploit,1,0.3755,0.3719,0.3693,0.3706
UNSW,Logistic Regression,0.2,random,8,0.3,Exploit,2,0.3818,0.368,0.3712,0.3696
UNSW,Logistic Regression,0.2,random,8,0.3,Exploit,3,0.425,0.3334,0.3956,0.3619
UNSW,Logistic Regression,0.2,random,8,0.5,DoS,1,0.3744,0.4073,0.4013,0.4043
UNSW,Logistic Regression,0.2,random,8,0.5,DoS,2,0.4101,0.3888,0.4491,0.4167
UNSW,Logistic Regression,0.2,random,8,0.5,DoS,3,0.4425,0.4448,0.4174,0.4307
UNSW,Logistic Regression,0.2,random,8,0.5,Recon,1,0.3509,0.4235,0.326,0.3684
UNSW,Logistic Regression,0.2,random,8,0.5,Recon,2,0.4314,0.4486,0.3912,0.4179
UNSW,Logistic Regression,0.2,random,8,0.5,Recon,3,0.3728,0.3867,0.3777,0.3822
UNSW,Logistic Regression,0.2,random,8,0.5,Exploit,1,0.3448,0.3779,0.3932,0.3854
UNSW,Logistic Regression,0.2,random,8,0.5,Exploit,2,0.3921,0.3994,0.4043,0.4018
UNSW,Logistic Regression,0.2,random,8,0.5,Exploit,3,0.359,0.3873,0.3664,0.3766
UNSW,Logistic Regression,0.2,random,8,1.0,DoS,1,0.4019,0.4034,0.3797,0.3912
UNSW,Logistic Regression,0.2,random,8,1.0,DoS,2,0.4271,0.3876,0.4632,0.422
UNSW,Logistic Regression,0.2,random,8,1.0,DoS,3,0.3908,0.3722,0.4394,0.403
UNSW,Logistic Regression,0.2,random,8,1.0,Recon,1,0.409,0.4068,0.4291,0.4177
UNSW,Logistic Regression,0.2,random,8,1.0,Recon,2,0.4413,0.4449,0.4242,0.4343
UNSW,Logistic Regression,0.2,random,8,1.0,Recon,3,0.3566,0.3816,0.4191,0.3995
UNSW,Logistic Regression,0.2,random,8,1.0,Exploit,1,0.4064,0.423,0.3969,0.4095
UNSW,Logistic Regression,0.2,random,8,1.0,Exploit,2,0.363,0.415,0.3731,0.3929
UNSW,Logistic Regression,0.2,random,8,1.0,Exploit,3,0.4252,0.3521,0.4276,0.3862
